accession	number_samples	species	abstract	rse_gene	rse_exon	counts_gene	counts_exon	phenotype	genes	exons	files_info
<a href="http://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP038963">SRP038963</a>	2	human	ADARs are the primary factors underlying A-to-I editing in metazoans. We conducted the first global study of ADAR1-RNA interaction in human cells using CLIP-Seq. In contrast to the expected predominant binding of ADAR1 to Alu repeats, thousands of CLIP sites were located in non-Alu regions. This unexpectedly frequent non-Alu binding enabled discovery of transcriptome-wide functional and biophysical targets of ADAR1 in the regulation of mRNA processing including alternative 3' UTR usage and alternative splicing. In addition, a global analysis of ADAR1 binding to non-Alu regions also revealed its primary interaction with microRNA (miRNA) transcripts in the nucleus, which subsequently affected expression levels of mature miRNAs. A complex global picture was revealed regarding the dependence of this function on the double-stranded RNA binding domains or deaminase activity. Our study unfolded a broad landscape of the diverse functional roles of ADAR1. Overall design: To charaterize ADAR1 binding profiles in U87 cells, we performed CLIP-seq using two different ADAR1 monoclonal antibodies.	<a href="http://duffel.rail.bio/recount/SRP038963/rse_gene.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/SRP038963/rse_exon.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/SRP038963/counts_gene.tsv.gz">link</a>	<a href="http://duffel.rail.bio/recount/SRP038963/counts_exon.tsv.gz">link</a>	<a href="http://duffel.rail.bio/recount/SRP038963/SRP038963.tsv">link</a>	<a href="https://lcolladotor.shinyapps.io/recount/ucsc-knowngene-hg38-genes-bp-length.Rdata">link</a>	<a href="https://lcolladotor.shinyapps.io/recount/ucsc-knowngene-hg38-exons.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/SRP038963/files_info.tsv">link</a>
<a href="http://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP038964">SRP038964</a>	10	human	ADARs are the primary factors underlying A-to-I editing in metazoans. We conducted the first global study of ADAR1-RNA interaction in human cells using CLIP-Seq. In contrast to the expected predominant binding of ADAR1 to Alu repeats, thousands of CLIP sites were located in non-Alu regions. This unexpectedly frequent non-Alu binding enabled discovery of transcriptome-wide functional and biophysical targets of ADAR1 in the regulation of mRNA processing including alternative 3' UTR usage and alternative splicing. In addition, a global analysis of ADAR1 binding to non-Alu regions also revealed its primary interaction with microRNA (miRNA) transcripts in the nucleus, which subsequently affected expression levels of mature miRNAs. A complex global picture was revealed regarding the dependence of this function on the double-stranded RNA binding domains or deaminase activity. Our study unfolded a broad landscape of the diverse functional roles of ADAR1. Overall design: To identify ADAR binding dependent miRNA defferential expression profiles, U87MG cells were transfected with ADAR1 overexpression vector, RNA binding mutant (EAA and E912A), siRNA of ADAR1 or controls.	<a href="http://duffel.rail.bio/recount/SRP038964/rse_gene.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/SRP038964/rse_exon.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/SRP038964/counts_gene.tsv.gz">link</a>	<a href="http://duffel.rail.bio/recount/SRP038964/counts_exon.tsv.gz">link</a>	<a href="http://duffel.rail.bio/recount/SRP038964/SRP038964.tsv">link</a>	<a href="https://lcolladotor.shinyapps.io/recount/ucsc-knowngene-hg38-genes-bp-length.Rdata">link</a>	<a href="https://lcolladotor.shinyapps.io/recount/ucsc-knowngene-hg38-exons.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/SRP038964/files_info.tsv">link</a>
<a href="http://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP038969">SRP038969</a>	4	human	This proof-of-principle experiment was designed to demonstrate the feasibility of proximity labeling for RNA–protein interactions Overall design: IPL-seq on 293T-Rex expressing MSA-SNRPN70 (sample) or NFH-SNRPN70 (control)	<a href="http://duffel.rail.bio/recount/SRP038969/rse_gene.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/SRP038969/rse_exon.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/SRP038969/counts_gene.tsv.gz">link</a>	<a href="http://duffel.rail.bio/recount/SRP038969/counts_exon.tsv.gz">link</a>	<a href="http://duffel.rail.bio/recount/SRP038969/SRP038969.tsv">link</a>	<a href="https://lcolladotor.shinyapps.io/recount/ucsc-knowngene-hg38-genes-bp-length.Rdata">link</a>	<a href="https://lcolladotor.shinyapps.io/recount/ucsc-knowngene-hg38-exons.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/SRP038969/files_info.tsv">link</a>
<a href="http://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP038987">SRP038987</a>	2	human	Analysis of 5-hydroxymethylcytosine changes in hypoxia in neuroblastoma cells Overall design: 5-hmC distribution was analyzed from cells exposed to hypoxia (1% O2) or normoxia (20% O2); mRNA was sequenced in parallel for expression analysis.	<a href="http://duffel.rail.bio/recount/SRP038987/rse_gene.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/SRP038987/rse_exon.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/SRP038987/counts_gene.tsv.gz">link</a>	<a href="http://duffel.rail.bio/recount/SRP038987/counts_exon.tsv.gz">link</a>	<a href="http://duffel.rail.bio/recount/SRP038987/SRP038987.tsv">link</a>	<a href="https://lcolladotor.shinyapps.io/recount/ucsc-knowngene-hg38-genes-bp-length.Rdata">link</a>	<a href="https://lcolladotor.shinyapps.io/recount/ucsc-knowngene-hg38-exons.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/SRP038987/files_info.tsv">link</a>
<a href="http://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP039039">SRP039039</a>	4	human	RNA-seq on cryopreserved human hepatocytes from a 19 year old Caucasian male donor with no history of medications	<a href="http://duffel.rail.bio/recount/SRP039039/rse_gene.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/SRP039039/rse_exon.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/SRP039039/counts_gene.tsv.gz">link</a>	<a href="http://duffel.rail.bio/recount/SRP039039/counts_exon.tsv.gz">link</a>	<a href="http://duffel.rail.bio/recount/SRP039039/SRP039039.tsv">link</a>	<a href="https://lcolladotor.shinyapps.io/recount/ucsc-knowngene-hg38-genes-bp-length.Rdata">link</a>	<a href="https://lcolladotor.shinyapps.io/recount/ucsc-knowngene-hg38-exons.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/SRP039039/files_info.tsv">link</a>
<a href="http://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP039077">SRP039077</a>	61	human	Airway epithelial cells (AEC) are critical components of the inflammatory and immune response during exposure to pathogens. AECs in monolayer culture and differentiated epithelial cells in air-liquid interface (ALI) represent two distinct and commonly used in vitro models, yet differences in their response to pathogens have not been investigated. In this study, we compared the transcriptional effects of flagellin on AECs in monolayer culture versus ALI culture using exon microarrays and RNAsequencing. We found that AECs cultured in monolayer and ALI have strikingly different transcriptional states at baseline. When challenged with flagellin, monolayer AEC cultures greatly increased transcription of numerous genes mapping to wounding response, immunity and inflammatory response. In contrast, AECs in ALI culture had an unexpectedly muted response to flagellin, both in number of genes expressed and relative enrichment of inflammatory and immune pathways. In conclusion, In vitro culturing methods have a dramatic effect on the transcriptional profile of AECs at baseline and after stimulation with flagellin. These differences suggest that epithelial responses to pathogen challenges are distinctly different in culture models of intact and injured epithelium. Overall design: A total of eight independent RNAseq experiments were conducted. Four RNAseq experiments (n = 2 unstimulated, n = 2 stimulated with flagellin) were performed using AECs grown in monolayer. Four RNAseq experiments (n =2 unstimulated, n = 2 stimulated with flagellin) were conducted using AECs grown in ALI cultures	<a href="http://duffel.rail.bio/recount/SRP039077/rse_gene.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/SRP039077/rse_exon.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/SRP039077/counts_gene.tsv.gz">link</a>	<a href="http://duffel.rail.bio/recount/SRP039077/counts_exon.tsv.gz">link</a>	<a href="http://duffel.rail.bio/recount/SRP039077/SRP039077.tsv">link</a>	<a href="https://lcolladotor.shinyapps.io/recount/ucsc-knowngene-hg38-genes-bp-length.Rdata">link</a>	<a href="https://lcolladotor.shinyapps.io/recount/ucsc-knowngene-hg38-exons.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/SRP039077/files_info.tsv">link</a>
<a href="http://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP039085">SRP039085</a>	8	human	Transcriptome of human HL-60 and HEK-293 cells depending on culture cell density	<a href="http://duffel.rail.bio/recount/SRP039085/rse_gene.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/SRP039085/rse_exon.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/SRP039085/counts_gene.tsv.gz">link</a>	<a href="http://duffel.rail.bio/recount/SRP039085/counts_exon.tsv.gz">link</a>	<a href="http://duffel.rail.bio/recount/SRP039085/SRP039085.tsv">link</a>	<a href="https://lcolladotor.shinyapps.io/recount/ucsc-knowngene-hg38-genes-bp-length.Rdata">link</a>	<a href="https://lcolladotor.shinyapps.io/recount/ucsc-knowngene-hg38-exons.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/SRP039085/files_info.tsv">link</a>
<a href="http://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP039346">SRP039346</a>	4	human	By mapping the genomic enrichments  of H3K4me3 and H3K27me3 modifications in pure populations of hESCs during the G2, mitotic and G1 phases of the cell cycle, we characterize cell cycle-dependent variations in the epigenetic landscape of bivalent genes, altering the current view of mitotic inheritance in pluripotent cells. We identified novel classes of bivalent domains that are highly enriched with H3K4me3 during mitosis, depleted during G1 only, and ubiquitously bivalent. These bivalent domains are associated with specific genes and expression patterns during differentiation. These cell cycle-dependent epigenetic profiles are unique to hESCs and are not observed following initiation of phenotype commitment. Our results establish a new dimension in cell cycle-dependent chromatin regulation that advances understanding of contributions the pluripotent epigenetic landscape to hESC identity. Overall design: Study of two histone modifications, H3K4me3 and H3K27me3, during three cell cycle phases in two cell types. Study of gene expression from these two cell types in asynchronous cells.	<a href="http://duffel.rail.bio/recount/SRP039346/rse_gene.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/SRP039346/rse_exon.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/SRP039346/counts_gene.tsv.gz">link</a>	<a href="http://duffel.rail.bio/recount/SRP039346/counts_exon.tsv.gz">link</a>	<a href="http://duffel.rail.bio/recount/SRP039346/SRP039346.tsv">link</a>	<a href="https://lcolladotor.shinyapps.io/recount/ucsc-knowngene-hg38-genes-bp-length.Rdata">link</a>	<a href="https://lcolladotor.shinyapps.io/recount/ucsc-knowngene-hg38-exons.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/SRP039346/files_info.tsv">link</a>
<a href="http://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP039348">SRP039348</a>	32	human	Trisomy 21 (T21) is the most frequent genetic cause of cognitive impairment. To assess the perturbations of gene expression in T21, and to eliminate the noise of the genomic variability, we studied the transcriptome of fetal fibroblasts from a pair of monozygotic twins discordant for T21. Here we show that the differential expression between the twins is organized in domains along all chromosomes that are either up- or downregulated. These gene expression dysregulation domains (GEDDs) can be defined by the expression level of their gene content, and are well conserved in induced pluripotent stem cells derived from the twins’ fibroblasts. Comparison of the transcriptome of the Ts65Dn mouse model of DS and wild-type, also showed GEDDs along the mouse chromosomes that were syntenic in human. The GEDDs correlate with the lamina-associated (LADs) and replication domains of mammalian cells. The overall LADs position was not altered in trisomic cells. However, the H3K4me3 profile of the trisomic fibroblasts was modified and accurately followed the GEDD pattern. These results suggest that the nuclear compartments of trisomic cells undergo modifications of the chromatin environment influencing the overall transcriptome and that GEDDs may therefore contribute to some T21 phenotypes. Overall design: mRNA-Seq profiling in Down syndrome: fibroblasts derived from a pair of monozygotic twins discordant for trisomy 21 (4 replicates), iPS cells from the same pair of discordant twins, fibroblasts from a pair of normal monozygotic twins, fibroblasts from 16 unrelated individuals (8 trisomic and 8 euploid controls), fibroblasts from the Ts65Dn mouse model of Down syndrome (1 trisomic mouse and 1 control wt).	<a href="http://duffel.rail.bio/recount/SRP039348/rse_gene.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/SRP039348/rse_exon.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/SRP039348/counts_gene.tsv.gz">link</a>	<a href="http://duffel.rail.bio/recount/SRP039348/counts_exon.tsv.gz">link</a>	<a href="http://duffel.rail.bio/recount/SRP039348/SRP039348.tsv">link</a>	<a href="https://lcolladotor.shinyapps.io/recount/ucsc-knowngene-hg38-genes-bp-length.Rdata">link</a>	<a href="https://lcolladotor.shinyapps.io/recount/ucsc-knowngene-hg38-exons.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/SRP039348/files_info.tsv">link</a>
<a href="http://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP039354">SRP039354</a>	4	human	This work provides a comprehensive and global perspective of gene expression in human epidermal melanocytes using RNA-Seq. Our focus on cell signalling genes and differential expression between lightly and darkly pigmented melanocytes may help to identify novel pigmentation genes and potential pharmacological targets.	<a href="http://duffel.rail.bio/recount/SRP039354/rse_gene.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/SRP039354/rse_exon.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/SRP039354/counts_gene.tsv.gz">link</a>	<a href="http://duffel.rail.bio/recount/SRP039354/counts_exon.tsv.gz">link</a>	<a href="http://duffel.rail.bio/recount/SRP039354/SRP039354.tsv">link</a>	<a href="https://lcolladotor.shinyapps.io/recount/ucsc-knowngene-hg38-genes-bp-length.Rdata">link</a>	<a href="https://lcolladotor.shinyapps.io/recount/ucsc-knowngene-hg38-exons.Rdata">link</a>	<a href="http://duffel.rail.bio/recount/SRP039354/files_info.tsv">link</a>
