sample	submission date	publication date	last update	title	ids	attributes
SRS442830	2013-06-11T20:51:48.227	2014-08-09T05:10:00.830	2014-08-09T05:13:31.970	SEQC_ILM_NVS_D_4_L02_CCGTCC_AD0902ACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:4;lane:L02;barcode:CCGTCC;flowcell:AD0902ACXX
SRS442831	2013-06-11T20:51:49.280	2014-08-09T05:10:13.240	2014-08-09T05:17:27.480	SEQC_ILM_NVS_D_4_L02_CCGTCC_BD08PVACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:4;lane:L02;barcode:CCGTCC;flowcell:BD08PVACXX
SRS442832	2013-06-11T20:51:54.227	2014-08-09T05:10:29.843	2014-08-09T05:17:27.773	SEQC_ILM_NVS_D_4_L03_CCGTCC_AD0902ACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:4;lane:L03;barcode:CCGTCC;flowcell:AD0902ACXX
SRS442833	2013-06-11T20:51:50.313	2014-08-09T05:10:42.417	2014-08-09T05:17:28.047	SEQC_ILM_NVS_D_4_L03_CCGTCC_BD08PVACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:4;lane:L03;barcode:CCGTCC;flowcell:BD08PVACXX
SRS442834	2013-06-11T20:51:52.287	2014-08-09T05:13:45.290	2014-08-09T05:17:28.380	SEQC_ILM_NVS_D_4_L04_CCGTCC_AD0902ACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:4;lane:L04;barcode:CCGTCC;flowcell:AD0902ACXX
SRS442835	2013-06-11T20:51:57.207	2014-08-09T05:13:57.823	2014-08-09T05:17:28.680	SEQC_ILM_NVS_D_4_L04_CCGTCC_BD08PVACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:4;lane:L04;barcode:CCGTCC;flowcell:BD08PVACXX
SRS442836	2013-06-11T20:51:53.260	2014-08-09T05:14:10.467	2014-08-09T05:17:29.047	SEQC_ILM_NVS_D_4_L05_CCGTCC_AD0902ACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:4;lane:L05;barcode:CCGTCC;flowcell:AD0902ACXX
SRS442837	2013-06-11T20:51:47.027	2014-08-09T05:14:23.837	2014-08-09T05:21:16.147	SEQC_ILM_NVS_D_4_L05_CCGTCC_BD08PVACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:4;lane:L05;barcode:CCGTCC;flowcell:BD08PVACXX
SRS442838	2013-06-11T20:51:51.287	2014-08-09T05:14:36.753	2014-08-09T05:21:16.923	SEQC_ILM_NVS_D_4_L06_CCGTCC_AD0902ACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:4;lane:L06;barcode:CCGTCC;flowcell:AD0902ACXX
SRS442839	2013-06-11T20:51:55.237	2014-08-09T05:14:59.647	2014-08-09T05:21:17.503	SEQC_ILM_NVS_D_4_L06_CCGTCC_BD08PVACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:4;lane:L06;barcode:CCGTCC;flowcell:BD08PVACXX
SRS442840	2013-06-11T20:51:58.290	2014-08-09T05:15:18.587	2014-08-09T05:21:18.303	SEQC_ILM_NVS_D_4_L07_CCGTCC_AD0902ACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:4;lane:L07;barcode:CCGTCC;flowcell:AD0902ACXX
SRS442841	2013-06-11T20:52:28.973	2014-08-09T05:15:41.693	2014-08-09T05:21:18.993	SEQC_ILM_NVS_D_4_L07_CCGTCC_BD08PVACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:4;lane:L07;barcode:CCGTCC;flowcell:BD08PVACXX
SRS442842	2013-06-11T20:52:33.857	2014-08-09T05:16:05.057	2014-08-09T05:21:19.973	SEQC_ILM_NVS_D_4_L08_CCGTCC_AD0902ACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:4;lane:L08;barcode:CCGTCC;flowcell:AD0902ACXX
SRS442843	2013-06-11T20:52:30.920	2014-08-09T05:16:21.140	2014-08-09T05:21:20.677	SEQC_ILM_NVS_D_4_L08_CCGTCC_BD08PVACXX	NA	source_name:Mix of Sample A (UHRR) and Sample B (HBRR) (1:3);seqc sample:D;platform:Illumina HiSeq 2000;site:NVS;library id:4;lane:L08;barcode:CCGTCC;flowcell:BD08PVACXX
SRS442908	2013-06-11T20:23:44.423	2014-08-09T03:35:51.540	2014-08-09T03:40:30.277	SEQC_ILM_COH_A_1_L01_ATCACG_AC03KTACXX	NA	source_name:Universal Human Reference RNA (UHRR) from Stratagene;seqc sample:A;platform:Illumina HiSeq 2000;site:COH;library id:1;lane:L01;barcode:ATCACG;flowcell:AC03KTACXX
SRS442909	2013-06-11T20:23:42.497	2014-08-09T03:36:03.887	2014-08-09T03:40:30.550	SEQC_ILM_COH_A_1_L02_ATCACG_AC03KTACXX	NA	source_name:Universal Human Reference RNA (UHRR) from Stratagene;seqc sample:A;platform:Illumina HiSeq 2000;site:COH;library id:1;lane:L02;barcode:ATCACG;flowcell:AC03KTACXX
SRS442910	2013-06-11T20:23:45.380	2014-08-09T03:33:28.940	2014-08-09T03:36:16.207	SEQC_ILM_COH_A_1_L03_ATCACG_AC03KTACXX	NA	source_name:Universal Human Reference RNA (UHRR) from Stratagene;seqc sample:A;platform:Illumina HiSeq 2000;site:COH;library id:1;lane:L03;barcode:ATCACG;flowcell:AC03KTACXX
SRS442911	2013-06-11T20:23:48.300	2014-08-09T03:33:41.083	2014-08-09T03:36:16.480	SEQC_ILM_COH_A_1_L04_ATCACG_AC03KTACXX	NA	source_name:Universal Human Reference RNA (UHRR) from Stratagene;seqc sample:A;platform:Illumina HiSeq 2000;site:COH;library id:1;lane:L04;barcode:ATCACG;flowcell:AC03KTACXX
SRS442912	2013-06-11T20:23:46.317	2014-08-09T03:33:50.270	2014-08-09T03:36:16.920	SEQC_ILM_COH_A_1_L05_ATCACG_AC03KTACXX	NA	source_name:Universal Human Reference RNA (UHRR) from Stratagene;seqc sample:A;platform:Illumina HiSeq 2000;site:COH;library id:1;lane:L05;barcode:ATCACG;flowcell:AC03KTACXX
SRS442913	2013-06-11T20:23:47.330	2014-08-09T03:34:02.903	2014-08-09T03:36:17.387	SEQC_ILM_COH_A_1_L06_ATCACG_AC03KTACXX	NA	source_name:Universal Human Reference RNA (UHRR) from Stratagene;seqc sample:A;platform:Illumina HiSeq 2000;site:COH;library id:1;lane:L06;barcode:ATCACG;flowcell:AC03KTACXX
SRS442914	2013-06-11T20:23:52.310	2014-08-09T03:34:16.123	2014-08-09T03:40:30.850	SEQC_ILM_COH_A_1_L07_ATCACG_AC03KTACXX	NA	source_name:Universal Human Reference RNA (UHRR) from Stratagene;seqc sample:A;platform:Illumina HiSeq 2000;site:COH;library id:1;lane:L07;barcode:ATCACG;flowcell:AC03KTACXX
SRS442915	2013-06-11T20:23:49.310	2014-08-09T03:34:25.290	2014-08-09T03:40:31.203	SEQC_ILM_COH_A_1_L08_ATCACG_AC03KTACXX	NA	source_name:Universal Human Reference RNA (UHRR) from Stratagene;seqc sample:A;platform:Illumina HiSeq 2000;site:COH;library id:1;lane:L08;barcode:ATCACG;flowcell:AC03KTACXX
SRS442916	2013-06-11T20:23:51.347	2014-08-09T03:34:38.007	2014-08-09T03:40:31.480	SEQC_ILM_COH_A_2_L01_ACAGTG_AC03KTACXX	NA	source_name:Universal Human Reference RNA (UHRR) from Stratagene;seqc sample:A;platform:Illumina HiSeq 2000;site:COH;library id:2;lane:L01;barcode:ACAGTG;flowcell:AC03KTACXX
SRS442917	2013-06-11T20:23:53.267	2014-08-09T03:34:50.360	2014-08-09T03:40:31.803	SEQC_ILM_COH_A_2_L02_ACAGTG_AC03KTACXX	NA	source_name:Universal Human Reference RNA (UHRR) from Stratagene;seqc sample:A;platform:Illumina HiSeq 2000;site:COH;library id:2;lane:L02;barcode:ACAGTG;flowcell:AC03KTACXX
SRS442918	2013-06-11T20:23:50.377	2014-08-09T03:34:59.440	2014-08-09T03:40:32.070	SEQC_ILM_COH_A_2_L03_ACAGTG_AC03KTACXX	NA	source_name:Universal Human Reference RNA (UHRR) from Stratagene;seqc sample:A;platform:Illumina HiSeq 2000;site:COH;library id:2;lane:L03;barcode:ACAGTG;flowcell:AC03KTACXX
SRS442919	2013-06-11T20:23:55.190	2014-08-09T03:35:09.180	2014-08-09T03:40:32.403	SEQC_ILM_COH_A_2_L04_ACAGTG_AC03KTACXX	NA	source_name:Universal Human Reference RNA (UHRR) from Stratagene;seqc sample:A;platform:Illumina HiSeq 2000;site:COH;library id:2;lane:L04;barcode:ACAGTG;flowcell:AC03KTACXX
SRS442920	2013-06-11T20:23:56.133	2014-08-09T03:40:02.987	2014-08-09T03:44:17.523	SEQC_ILM_COH_A_2_L05_ACAGTG_AC03KTACXX	NA	source_name:Universal Human Reference RNA (UHRR) from Stratagene;seqc sample:A;platform:Illumina HiSeq 2000;site:COH;library id:2;lane:L05;barcode:ACAGTG;flowcell:AC03KTACXX
SRS442921	2013-06-11T20:24:00.970	2014-08-09T03:40:12.867	2014-08-09T03:44:17.697	SEQC_ILM_COH_A_2_L06_ACAGTG_AC03KTACXX	NA	source_name:Universal Human Reference RNA (UHRR) from Stratagene;seqc sample:A;platform:Illumina HiSeq 2000;site:COH;library id:2;lane:L06;barcode:ACAGTG;flowcell:AC03KTACXX
SRS442922	2013-06-11T20:23:57.060	2014-08-09T03:40:19.653	2014-08-09T03:44:17.873	SEQC_ILM_COH_A_2_L07_ACAGTG_AC03KTACXX	NA	source_name:Universal Human Reference RNA (UHRR) from Stratagene;seqc sample:A;platform:Illumina HiSeq 2000;site:COH;library id:2;lane:L07;barcode:ACAGTG;flowcell:AC03KTACXX
SRS442923	2013-06-11T20:23:59.940	2014-08-09T03:40:32.883	2014-08-09T03:44:18.047	SEQC_ILM_COH_A_2_L08_ACAGTG_AC03KTACXX	NA	source_name:Universal Human Reference RNA (UHRR) from Stratagene;seqc sample:A;platform:Illumina HiSeq 2000;site:COH;library id:2;lane:L08;barcode:ACAGTG;flowcell:AC03KTACXX
SRS442924	2013-06-11T20:24:06.173	2014-08-09T03:38:35.553	2014-08-09T03:44:18.247	SEQC_ILM_COH_A_3_L01_GATCAG_AC03KTACXX	NA	source_name:Universal Human Reference RNA (UHRR) from Stratagene;seqc sample:A;platform:Illumina HiSeq 2000;site:COH;library id:3;lane:L01;barcode:GATCAG;flowcell:AC03KTACXX
SRS442925	2013-06-11T20:23:58.990	2014-08-09T03:38:41.820	2014-08-09T03:44:18.420	SEQC_ILM_COH_A_3_L02_GATCAG_AC03KTACXX	NA	source_name:Universal Human Reference RNA (UHRR) from Stratagene;seqc sample:A;platform:Illumina HiSeq 2000;site:COH;library id:3;lane:L02;barcode:GATCAG;flowcell:AC03KTACXX
SRS442926	2013-06-11T20:24:01.953	2014-08-09T03:38:51.310	2014-08-09T03:44:18.597	SEQC_ILM_COH_A_3_L03_GATCAG_AC03KTACXX	NA	source_name:Universal Human Reference RNA (UHRR) from Stratagene;seqc sample:A;platform:Illumina HiSeq 2000;site:COH;library id:3;lane:L03;barcode:GATCAG;flowcell:AC03KTACXX
SRS442927	2013-06-11T20:23:54.190	2014-08-09T03:38:57.633	2014-08-09T03:44:18.773	SEQC_ILM_COH_A_3_L04_GATCAG_AC03KTACXX	NA	source_name:Universal Human Reference RNA (UHRR) from Stratagene;seqc sample:A;platform:Illumina HiSeq 2000;site:COH;library id:3;lane:L04;barcode:GATCAG;flowcell:AC03KTACXX
SRS442928	2013-06-11T20:23:58.047	2014-08-09T03:39:06.880	2014-08-09T03:45:13.997	SEQC_ILM_COH_A_3_L05_GATCAG_AC03KTACXX	NA	source_name:Universal Human Reference RNA (UHRR) from Stratagene;seqc sample:A;platform:Illumina HiSeq 2000;site:COH;library id:3;lane:L05;barcode:GATCAG;flowcell:AC03KTACXX
SRS442929	2013-06-11T20:24:08.277	2014-08-09T03:39:17.243	2014-08-09T03:45:14.310	SEQC_ILM_COH_A_3_L06_GATCAG_AC03KTACXX	NA	source_name:Universal Human Reference RNA (UHRR) from Stratagene;seqc sample:A;platform:Illumina HiSeq 2000;site:COH;library id:3;lane:L06;barcode:GATCAG;flowcell:AC03KTACXX
SRS442930	2013-06-11T20:24:04.140	2014-08-09T03:39:26.417	2014-08-09T03:45:14.607	SEQC_ILM_COH_A_3_L07_GATCAG_AC03KTACXX	NA	source_name:Universal Human Reference RNA (UHRR) from Stratagene;seqc sample:A;platform:Illumina HiSeq 2000;site:COH;library id:3;lane:L07;barcode:GATCAG;flowcell:AC03KTACXX
SRS442931	2013-06-11T20:23:04.770	2014-08-09T03:39:35.623	2014-08-09T03:45:14.890	SEQC_ILM_COH_A_3_L08_GATCAG_AC03KTACXX	NA	source_name:Universal Human Reference RNA (UHRR) from Stratagene;seqc sample:A;platform:Illumina HiSeq 2000;site:COH;library id:3;lane:L08;barcode:GATCAG;flowcell:AC03KTACXX
SRS442932	2013-06-11T20:23:09.667	2014-08-09T03:39:41.883	2014-08-09T03:45:15.180	SEQC_ILM_COH_A_4_L01_AGTCAA_AC03KTACXX	NA	source_name:Universal Human Reference RNA (UHRR) from Stratagene;seqc sample:A;platform:Illumina HiSeq 2000;site:COH;library id:4;lane:L01;barcode:AGTCAA;flowcell:AC03KTACXX
SRS442933	2013-06-11T20:23:05.763	2014-08-09T03:39:53.980	2014-08-09T03:45:15.460	SEQC_ILM_COH_A_4_L02_AGTCAA_AC03KTACXX	NA	source_name:Universal Human Reference RNA (UHRR) from Stratagene;seqc sample:A;platform:Illumina HiSeq 2000;site:COH;library id:4;lane:L02;barcode:AGTCAA;flowcell:AC03KTACXX
SRS442934	2013-06-11T20:23:07.667	2014-08-09T05:14:40.137	2014-08-09T05:21:22.143	SEQC_ILM_COH_A_4_L03_AGTCAA_AC03KTACXX	NA	source_name:Universal Human Reference RNA (UHRR) from Stratagene;seqc sample:A;platform:Illumina HiSeq 2000;site:COH;library id:4;lane:L03;barcode:AGTCAA;flowcell:AC03KTACXX
SRS442935	2013-06-11T20:23:11.657	2014-08-09T05:14:53.243	2014-08-09T05:21:23.010	SEQC_ILM_COH_A_4_L04_AGTCAA_AC03KTACXX	NA	source_name:Universal Human Reference RNA (UHRR) from Stratagene;seqc sample:A;platform:Illumina HiSeq 2000;site:COH;library id:4;lane:L04;barcode:AGTCAA;flowcell:AC03KTACXX
SRS442936	2013-06-11T20:23:08.647	2014-08-09T05:15:03.010	2014-08-09T05:21:23.947	SEQC_ILM_COH_A_4_L05_AGTCAA_AC03KTACXX	NA	source_name:Universal Human Reference RNA (UHRR) from Stratagene;seqc sample:A;platform:Illumina HiSeq 2000;site:COH;library id:4;lane:L05;barcode:AGTCAA;flowcell:AC03KTACXX
SRS442937	2013-06-11T20:23:10.710	2014-08-09T05:15:15.450	2014-08-09T05:21:24.670	SEQC_ILM_COH_A_4_L06_AGTCAA_AC03KTACXX	NA	source_name:Universal Human Reference RNA (UHRR) from Stratagene;seqc sample:A;platform:Illumina HiSeq 2000;site:COH;library id:4;lane:L06;barcode:AGTCAA;flowcell:AC03KTACXX
SRS442938	2013-06-11T20:23:13.540	2014-08-09T05:15:24.880	2014-08-09T05:21:25.383	SEQC_ILM_COH_A_4_L07_AGTCAA_AC03KTACXX	NA	source_name:Universal Human Reference RNA (UHRR) from Stratagene;seqc sample:A;platform:Illumina HiSeq 2000;site:COH;library id:4;lane:L07;barcode:AGTCAA;flowcell:AC03KTACXX
SRS442939	2013-06-11T20:23:12.613	2014-08-09T05:15:38.430	2014-08-09T05:21:25.997	SEQC_ILM_COH_A_4_L08_AGTCAA_AC03KTACXX	NA	source_name:Universal Human Reference RNA (UHRR) from Stratagene;seqc sample:A;platform:Illumina HiSeq 2000;site:COH;library id:4;lane:L08;barcode:AGTCAA;flowcell:AC03KTACXX
SRS442940	2013-06-11T20:23:14.467	2014-08-09T05:15:44.880	2014-08-09T05:21:26.770	SEQC_ILM_COH_B_1_L01_CGATGT_AC03KTACXX	NA	source_name:Human Brain Reference RNA (HBRR) from Ambion;seqc sample:B;platform:Illumina HiSeq 2000;site:COH;library id:1;lane:L01;barcode:CGATGT;flowcell:AC03KTACXX
SRS442941	2013-06-11T20:23:18.330	2014-08-09T05:16:01.003	2014-08-09T05:21:27.723	SEQC_ILM_COH_B_1_L02_CGATGT_AC03KTACXX	NA	source_name:Human Brain Reference RNA (HBRR) from Ambion;seqc sample:B;platform:Illumina HiSeq 2000;site:COH;library id:1;lane:L02;barcode:CGATGT;flowcell:AC03KTACXX
SRS442942	2013-06-11T20:23:15.400	2014-08-09T05:16:17.850	2014-08-09T05:21:28.250	SEQC_ILM_COH_B_1_L03_CGATGT_AC03KTACXX	NA	source_name:Human Brain Reference RNA (HBRR) from Ambion;seqc sample:B;platform:Illumina HiSeq 2000;site:COH;library id:1;lane:L03;barcode:CGATGT;flowcell:AC03KTACXX
SRS442943	2013-06-11T20:23:16.303	2014-08-09T05:16:27.330	2014-08-09T05:21:28.873	SEQC_ILM_COH_B_1_L04_CGATGT_AC03KTACXX	NA	source_name:Human Brain Reference RNA (HBRR) from Ambion;seqc sample:B;platform:Illumina HiSeq 2000;site:COH;library id:1;lane:L04;barcode:CGATGT;flowcell:AC03KTACXX
SRS442944	2013-06-11T20:23:21.280	2014-08-09T05:16:40.630	2014-08-09T05:21:29.630	SEQC_ILM_COH_B_1_L05_CGATGT_AC03KTACXX	NA	source_name:Human Brain Reference RNA (HBRR) from Ambion;seqc sample:B;platform:Illumina HiSeq 2000;site:COH;library id:1;lane:L05;barcode:CGATGT;flowcell:AC03KTACXX
SRS442945	2013-06-11T20:23:17.403	2014-08-09T05:16:49.903	2014-08-09T05:21:30.313	SEQC_ILM_COH_B_1_L06_CGATGT_AC03KTACXX	NA	source_name:Human Brain Reference RNA (HBRR) from Ambion;seqc sample:B;platform:Illumina HiSeq 2000;site:COH;library id:1;lane:L06;barcode:CGATGT;flowcell:AC03KTACXX
SRS442946	2013-06-11T20:23:20.297	2014-08-09T05:17:05.563	2014-08-09T05:21:31.143	SEQC_ILM_COH_B_1_L07_CGATGT_AC03KTACXX	NA	source_name:Human Brain Reference RNA (HBRR) from Ambion;seqc sample:B;platform:Illumina HiSeq 2000;site:COH;library id:1;lane:L07;barcode:CGATGT;flowcell:AC03KTACXX
SRS442947	2013-06-11T20:23:27.540	2014-08-09T05:17:15.200	2014-08-09T05:21:31.860	SEQC_ILM_COH_B_1_L08_CGATGT_AC03KTACXX	NA	source_name:Human Brain Reference RNA (HBRR) from Ambion;seqc sample:B;platform:Illumina HiSeq 2000;site:COH;library id:1;lane:L08;barcode:CGATGT;flowcell:AC03KTACXX
SRS442948	2013-06-11T20:23:19.260	2014-08-09T05:17:28.220	2014-08-09T05:21:32.600	SEQC_ILM_COH_B_2_L01_GCCAAT_AC03KTACXX	NA	source_name:Human Brain Reference RNA (HBRR) from Ambion;seqc sample:B;platform:Illumina HiSeq 2000;site:COH;library id:2;lane:L01;barcode:GCCAAT;flowcell:AC03KTACXX
SRS442949	2013-06-11T20:23:23.480	2014-08-09T05:17:40.907	2014-08-09T05:21:33.243	SEQC_ILM_COH_B_2_L02_GCCAAT_AC03KTACXX	NA	source_name:Human Brain Reference RNA (HBRR) from Ambion;seqc sample:B;platform:Illumina HiSeq 2000;site:COH;library id:2;lane:L02;barcode:GCCAAT;flowcell:AC03KTACXX
SRS442950	2013-06-11T20:23:26.563	2014-08-09T05:17:50.437	2014-08-09T05:21:33.923	SEQC_ILM_COH_B_2_L03_GCCAAT_AC03KTACXX	NA	source_name:Human Brain Reference RNA (HBRR) from Ambion;seqc sample:B;platform:Illumina HiSeq 2000;site:COH;library id:2;lane:L03;barcode:GCCAAT;flowcell:AC03KTACXX
SRS442951	2013-06-11T20:23:31.387	2014-08-09T03:32:57.097	2014-08-09T03:36:17.683	SEQC_ILM_COH_B_2_L04_GCCAAT_AC03KTACXX	NA	source_name:Human Brain Reference RNA (HBRR) from Ambion;seqc sample:B;platform:Illumina HiSeq 2000;site:COH;library id:2;lane:L04;barcode:GCCAAT;flowcell:AC03KTACXX
SRS442952	2013-06-11T20:23:25.597	2014-08-09T03:33:06.820	2014-08-09T03:36:18.283	SEQC_ILM_COH_B_2_L05_GCCAAT_AC03KTACXX	NA	source_name:Human Brain Reference RNA (HBRR) from Ambion;seqc sample:B;platform:Illumina HiSeq 2000;site:COH;library id:2;lane:L05;barcode:GCCAAT;flowcell:AC03KTACXX
SRS442953	2013-06-11T20:23:32.600	2014-08-09T03:33:19.523	2014-08-09T03:36:18.770	SEQC_ILM_COH_B_2_L06_GCCAAT_AC03KTACXX	NA	source_name:Human Brain Reference RNA (HBRR) from Ambion;seqc sample:B;platform:Illumina HiSeq 2000;site:COH;library id:2;lane:L06;barcode:GCCAAT;flowcell:AC03KTACXX
SRS442954	2013-06-11T20:23:34.580	2014-08-09T03:36:17.000	2014-08-09T03:40:32.713	SEQC_ILM_COH_B_2_L07_GCCAAT_AC03KTACXX	NA	source_name:Human Brain Reference RNA (HBRR) from Ambion;seqc sample:B;platform:Illumina HiSeq 2000;site:COH;library id:2;lane:L07;barcode:GCCAAT;flowcell:AC03KTACXX
SRS442955	2013-06-11T20:23:28.533	2014-08-09T03:36:26.843	2014-08-09T03:40:33.010	SEQC_ILM_COH_B_2_L08_GCCAAT_AC03KTACXX	NA	source_name:Human Brain Reference RNA (HBRR) from Ambion;seqc sample:B;platform:Illumina HiSeq 2000;site:COH;library id:2;lane:L08;barcode:GCCAAT;flowcell:AC03KTACXX
SRS442956	2013-06-11T20:23:29.467	2014-08-09T03:36:36.257	2014-08-09T03:40:33.243	SEQC_ILM_COH_B_3_L01_TAGCTT_AC03KTACXX	NA	source_name:Human Brain Reference RNA (HBRR) from Ambion;seqc sample:B;platform:Illumina HiSeq 2000;site:COH;library id:3;lane:L01;barcode:TAGCTT;flowcell:AC03KTACXX
SRS442957	2013-06-11T20:23:22.493	2014-08-09T03:36:45.877	2014-08-09T03:40:33.503	SEQC_ILM_COH_B_3_L02_TAGCTT_AC03KTACXX	NA	source_name:Human Brain Reference RNA (HBRR) from Ambion;seqc sample:B;platform:Illumina HiSeq 2000;site:COH;library id:3;lane:L02;barcode:TAGCTT;flowcell:AC03KTACXX
SRS442958	2013-06-11T20:23:24.413	2014-08-09T03:37:01.300	2014-08-09T03:40:34.007	SEQC_ILM_COH_B_3_L03_TAGCTT_AC03KTACXX	NA	source_name:Human Brain Reference RNA (HBRR) from Ambion;seqc sample:B;platform:Illumina HiSeq 2000;site:COH;library id:3;lane:L03;barcode:TAGCTT;flowcell:AC03KTACXX
SRS442959	2013-06-11T20:23:37.673	2014-08-09T03:37:11.563	2014-08-09T03:40:34.300	SEQC_ILM_COH_B_3_L04_TAGCTT_AC03KTACXX	NA	source_name:Human Brain Reference RNA (HBRR) from Ambion;seqc sample:B;platform:Illumina HiSeq 2000;site:COH;library id:3;lane:L04;barcode:TAGCTT;flowcell:AC03KTACXX
SRS442960	2013-06-11T20:23:33.610	2014-08-09T03:37:14.840	2014-08-09T03:40:34.587	SEQC_ILM_COH_B_3_L05_TAGCTT_AC03KTACXX	NA	source_name:Human Brain Reference RNA (HBRR) from Ambion;seqc sample:B;platform:Illumina HiSeq 2000;site:COH;library id:3;lane:L05;barcode:TAGCTT;flowcell:AC03KTACXX
SRS442961	2013-06-11T20:38:47.867	2014-08-09T03:37:27.890	2014-08-09T03:40:34.903	SEQC_ILM_COH_B_3_L06_TAGCTT_AC03KTACXX	NA	source_name:Human Brain Reference RNA (HBRR) from Ambion;seqc sample:B;platform:Illumina HiSeq 2000;site:COH;library id:3;lane:L06;barcode:TAGCTT;flowcell:AC03KTACXX
SRS442962	2013-06-11T20:39:57.097	2014-08-09T03:37:37.357	2014-08-09T03:40:35.200	SEQC_ILM_COH_B_3_L07_TAGCTT_AC03KTACXX	NA	source_name:Human Brain Reference RNA (HBRR) from Ambion;seqc sample:B;platform:Illumina HiSeq 2000;site:COH;library id:3;lane:L07;barcode:TAGCTT;flowcell:AC03KTACXX
SRS442963	2013-06-11T20:39:39.633	2014-08-09T03:37:46.957	2014-08-09T03:40:35.517	SEQC_ILM_COH_B_3_L08_TAGCTT_AC03KTACXX	NA	source_name:Human Brain Reference RNA (HBRR) from Ambion;seqc sample:B;platform:Illumina HiSeq 2000;site:COH;library id:3;lane:L08;barcode:TAGCTT;flowcell:AC03KTACXX
SRS442964	2013-06-11T20:38:56.840	2014-08-09T03:37:53.337	2014-08-09T03:40:35.833	SEQC_ILM_COH_B_4_L01_AGTTCC_AC03KTACXX	NA	source_name:Human Brain Reference RNA (HBRR) from Ambion;seqc sample:B;platform:Illumina HiSeq 2000;site:COH;library id:4;lane:L01;barcode:AGTTCC;flowcell:AC03KTACXX
SRS442965	2013-06-11T20:39:01.280	2014-08-09T03:38:04.337	2014-08-09T03:40:36.147	SEQC_ILM_COH_B_4_L02_AGTTCC_AC03KTACXX	NA	source_name:Human Brain Reference RNA (HBRR) from Ambion;seqc sample:B;platform:Illumina HiSeq 2000;site:COH;library id:4;lane:L02;barcode:AGTTCC;flowcell:AC03KTACXX
SRS442966	2013-06-11T20:39:03.290	2014-08-09T03:38:13.707	2014-08-09T03:45:15.730	SEQC_ILM_COH_B_4_L03_AGTTCC_AC03KTACXX	NA	source_name:Human Brain Reference RNA (HBRR) from Ambion;seqc sample:B;platform:Illumina HiSeq 2000;site:COH;library id:4;lane:L03;barcode:AGTTCC;flowcell:AC03KTACXX
SRS442967	2013-06-11T20:39:04.300	2014-08-09T03:38:19.863	2014-08-09T03:45:16.020	SEQC_ILM_COH_B_4_L04_AGTTCC_AC03KTACXX	NA	source_name:Human Brain Reference RNA (HBRR) from Ambion;seqc sample:B;platform:Illumina HiSeq 2000;site:COH;library id:4;lane:L04;barcode:AGTTCC;flowcell:AC03KTACXX
SRS442968	2013-06-11T20:39:06.187	2014-08-09T03:38:26.070	2014-08-09T03:45:16.320	SEQC_ILM_COH_B_4_L05_AGTTCC_AC03KTACXX	NA	source_name:Human Brain Reference RNA (HBRR) from Ambion;seqc sample:B;platform:Illumina HiSeq 2000;site:COH;library id:4;lane:L05;barcode:AGTTCC;flowcell:AC03KTACXX
SRS442969	2013-06-11T20:39:08.080	2014-08-09T03:40:38.637	2014-08-09T03:45:16.623	SEQC_ILM_COH_B_4_L06_AGTTCC_AC03KTACXX	NA	source_name:Human Brain Reference RNA (HBRR) from Ambion;seqc sample:B;platform:Illumina HiSeq 2000;site:COH;library id:4;lane:L06;barcode:AGTTCC;flowcell:AC03KTACXX
